16645306,速8酒店(南安洪濑大桥店),经济型,108,3,3,0,0,0,0
13679336,维斯精品酒店(石狮店),经济型,98,8,6,0,1,0,1
18511480,尚客优快捷酒店(南安洪濑店),经济型,103,4,3,0,1,0,0
17869531,锐思特连锁酒店(阳光广场机场店),经济型,89,10,9,1,0,0,0
26796115,泉州光明酒店,三星级/舒适型,148,2,2,0,0,0,0
13901898,茶缘酒店,经济型,99,6,3,2,1,0,0
16549121,天华宾馆,经济型,89,5,3,2,0,0,0
18764604,好来登水晶酒店,三星级/舒适型,148,11,8,2,1,0,0
13903889,海峡酒店,三星级/舒适型,218,4,2,2,0,0,0
13761413,石狮温洲大酒店,四星级/高档型,168,6,3,1,1,0,1
2883901,宏昌酒店,三星级/舒适型,224,19,6,7,3,0,2
6097876,舒曼酒店(普明店),经济型,138,16,4,2,3,2,5
21346704,鸿源商务宾馆,经济型,118,2,2,0,0,0,0
23147117,金威假日酒店游泳馆,游泳馆,22,4,2,2,0,0,0
5182730,金谷宾馆,经济型,90,4,1,3,0,0,0
13685034,金悦宾馆(武荣街店),经济型,88,5,5,0,0,0,0
6168820,A家连锁酒店(安海店),经济型,88,52,20,16,7,2,7
3378580,金玛国际酒店·五洲佳豪中餐厅(...,闽菜,125,14,8,3,2,0,1
21345508,LOVE空间时尚酒店,经济型,138,10,5,3,1,0,1
14794083,皇盛公寓酒店(晶都店),经济型,128,15,7,4,2,1,1
59189171,时光客栈(泉州文庙店),经济型,38,6,1,4,1,0,0
14714149,7天连锁酒店(泉州江南店),经济型,117,14,7,2,3,1,1
16359362,跨越大酒店,经济型,118,7,2,3,0,2,0
18521994,鑫宇快捷酒店,经济型,98,7,5,0,0,1,1
18599126,名流大酒店,经济型,188,18,7,5,2,2,2
27332449,拜登盛邸服务公寓(晋江万达店),三星级/舒适型,132,7,5,2,0,0,0
21017458,泉州聚龙凯莱酒店,四星级/高档型,373,5,2,2,1,0,0
